,user_id,order_id,Date_x,Amount,Merchant_id,Purchase_status,Partner_id,DayOfWeek_x,Year_x,Month_x,Quarter_x,User_id,Date_y,Location,Age,Gender,DayOfWeek_y,Year_y,Month_y,Quarter_y,Merchant_name,Rate_pct
0,21269588,4169517626.0,2020-01-01 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,21269588,2018-12-11,Hà Nội,>37,FEMALE,Tuesday,2018,12,2018Q4,Mobifone,3.0
1,28097592,4170276686.0,2020-01-01 00:00:00,"20,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,28097592,2019-12-30,Hà Nội,>37,FEMALE,Monday,2019,12,2019Q4,Mobifone,3.0
2,29080935,4174460303.0,2020-01-01 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,29080935,2019-10-24,Hà Nội,18_to_22,FEMALE,Thursday,2019,10,2019Q4,Mobifone,3.0
3,50568745,4168401164.0,2020-01-01 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,50568745,2019-11-07,Other Cities,23_to_27,FEMALE,Thursday,2019,11,2019Q4,Mobifone,3.0
4,42275799,4174262889.0,2020-01-01 00:00:00,"50,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,42275799,2019-10-18,Hà Nội,28_to_32,FEMALE,Friday,2019,10,2019Q4,Mobifone,3.0
5,50912625,4169639519.0,2020-01-01 00:00:00,"30,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,50912625,2019-11-21,Hồ Chí Minh,28_to_32,FEMALE,Thursday,2019,11,2019Q4,Mobifone,3.0
6,15602866,4172907480.0,2020-01-01 00:00:00,"50,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,15602866,2019-11-09,Hồ Chí Minh,28_to_32,FEMALE,Saturday,2019,11,2019Q4,Mobifone,3.0
7,20016834,4168541794.0,2020-01-01 00:00:00,"50,000",33.0,Mua hộ,41949263.0,Wednesday,2020.0,1.0,2020Q1,20016834,2018-05-23,Hồ Chí Minh,>37,MALE,Wednesday,2018,5,2018Q2,Mobifone,3.0
8,35501803,4173353083.0,2020-01-01 00:00:00,"100,000",33.0,Mua hộ,47998061.0,Wednesday,2020.0,1.0,2020Q1,35501803,2019-07-03,Hồ Chí Minh,>37,FEMALE,Wednesday,2019,7,2019Q3,Mobifone,3.0
9,31031180,4173831250.0,2020-01-01 00:00:00,"50,000",33.0,Mua hộ,47501265.0,Wednesday,2020.0,1.0,2020Q1,31031180,2019-05-30,Other Cities,23_to_27,MALE,Thursday,2019,5,2019Q2,Mobifone,3.0
10,32556798,4173098103.0,2020-01-01 00:00:00,"100,000",33.0,Mua hộ,2020083.0,Wednesday,2020.0,1.0,2020Q1,32556798,2017-05-11,Hồ Chí Minh,28_to_32,MALE,Thursday,2017,5,2017Q2,Mobifone,3.0
11,20770193,4171611019.0,2020-01-01 00:00:00,"500,000",33.0,Mua hộ,20652772.0,Wednesday,2020.0,1.0,2020Q1,20770193,2018-02-01,Other Cities,28_to_32,MALE,Thursday,2018,2,2018Q1,Mobifone,3.0
12,38568294,4177585867.0,2020-01-02 00:00:00,"10,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,38568294,2018-10-30,Hà Nội,23_to_27,FEMALE,Tuesday,2018,10,2018Q4,Mobifone,3.0
13,42823224,4177578804.0,2020-01-02 00:00:00,"10,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,42823224,2018-09-25,Hà Nội,23_to_27,FEMALE,Tuesday,2018,9,2018Q3,Mobifone,3.0
14,39557508,4180781659.0,2020-01-02 00:00:00,"30,000",33.0,Mua hộ,2253391.0,Thursday,2020.0,1.0,2020Q1,39557508,2019-12-13,Other Cities,23_to_27,FEMALE,Friday,2019,12,2019Q4,Mobifone,3.0
15,40234431,4177771395.0,2020-01-02 00:00:00,"30,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,40234431,2017-12-26,Hồ Chí Minh,33_to_37,FEMALE,Tuesday,2017,12,2017Q4,Mobifone,3.0
16,51720976,4181662960.0,2020-01-02 00:00:00,"200,000",33.0,Mua hộ,59232051.0,Thursday,2020.0,1.0,2020Q1,51720976,2020-01-01,Hồ Chí Minh,33_to_37,FEMALE,Wednesday,2020,1,2020Q1,Mobifone,3.0
17,48104068,4182174335.0,2020-01-02 00:00:00,"20,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,48104068,2019-09-14,Hồ Chí Minh,unknown,FEMALE,Saturday,2019,9,2019Q3,Mobifone,3.0
18,39040327,6291509057.0,2020-07-14 00:00:00,"10,000",33.0,0,0.0,Tuesday,2020.0,7.0,2020Q3,39040327,2019-05-20,Unknown,unknown,FEMALE,Monday,2019,5,2019Q2,Mobifone,3.0
19,39040327,6291509057.0,2020-07-14 00:00:00,"10,000",33.0,0,0.0,Tuesday,2020.0,7.0,2020Q3,39040327,2019-05-20,Unknown,unknown,MALE,Monday,2019,5,2019Q2,Mobifone,3.0
20,51892918,4182152019.0,2020-01-02 00:00:00,"50,000",33.0,Mua hộ,52270582.0,Thursday,2020.0,1.0,2020Q1,51892918,2019-12-24,Other Cities,unknown,MALE,Tuesday,2019,12,2019Q4,Mobifone,3.0
21,33127817,4181199882.0,2020-01-02 00:00:00,"200,000",33.0,Mua hộ,48889335.0,Thursday,2020.0,1.0,2020Q1,33127817,2019-08-04,Hồ Chí Minh,23_to_27,FEMALE,Sunday,2019,8,2019Q3,Mobifone,3.0
22,40691982,4185316342.0,2020-01-03 00:00:00,"10,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,40691982,2018-06-14,Hồ Chí Minh,>37,FEMALE,Thursday,2018,6,2018Q2,Mobifone,3.0
23,18625241,4188950970.0,2020-01-03 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,18625241,2019-04-19,Hồ Chí Minh,18_to_22,FEMALE,Friday,2019,4,2019Q2,Mobifone,3.0
24,49929654,4186818445.0,2020-01-03 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,49929654,2019-11-16,Hà Nội,23_to_27,FEMALE,Saturday,2019,11,2019Q4,Mobifone,3.0
25,46589604,4191064185.0,2020-01-03 00:00:00,"10,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,46589604,2019-04-02,Hồ Chí Minh,28_to_32,MALE,Tuesday,2019,4,2019Q2,Mobifone,3.0
26,34086017,4188178189.0,2020-01-03 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,34086017,2018-11-27,Hà Nội,28_to_32,MALE,Tuesday,2018,11,2018Q4,Mobifone,3.0
27,45824431,4189522303.0,2020-01-03 00:00:00,"30,000",33.0,Mua hộ,35372293.0,Friday,2020.0,1.0,2020Q1,45824431,2019-05-29,Hồ Chí Minh,28_to_32,MALE,Wednesday,2019,5,2019Q2,Mobifone,3.0
28,38991899,4187610201.0,2020-01-03 00:00:00,"20,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,38991899,2017-11-30,Hồ Chí Minh,23_to_27,MALE,Thursday,2017,11,2017Q4,Mobifone,3.0
29,46939212,4191386544.0,2020-01-03 00:00:00,"50,000",33.0,Mua hộ,52212335.0,Friday,2020.0,1.0,2020Q1,46939212,2019-05-07,Other Cities,33_to_37,MALE,Tuesday,2019,5,2019Q2,Mobifone,3.0
30,433921,4188833541.0,2020-01-03 00:00:00,"100,000",33.0,Mua hộ,43720723.0,Friday,2020.0,1.0,2020Q1,433921,2018-06-29,Other Cities,28_to_32,MALE,Friday,2018,6,2018Q2,Mobifone,3.0
31,49293495,4190258172.0,2020-01-03 00:00:00,"20,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,49293495,2019-09-13,Hà Nội,unknown,FEMALE,Friday,2019,9,2019Q3,Mobifone,3.0
32,24556679,4187400751.0,2020-01-03 00:00:00,"50,000",33.0,Mua hộ,50613039.0,Friday,2020.0,1.0,2020Q1,24556679,2019-06-14,Other Cities,unknown,MALE,Friday,2019,6,2019Q2,Mobifone,3.0
33,33138809,4198711061.0,2020-01-04 00:00:00,"10,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,33138809,2019-09-13,Hồ Chí Minh,23_to_27,FEMALE,Friday,2019,9,2019Q3,Mobifone,3.0
34,44112085,4195171488.0,2020-01-04 00:00:00,"20,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,44112085,2018-11-09,Hồ Chí Minh,23_to_27,MALE,Friday,2018,11,2018Q4,Mobifone,3.0
35,48752944,4201023307.0,2020-01-04 00:00:00,"100,000",33.0,Mua hộ,32698753.0,Saturday,2020.0,1.0,2020Q1,48752944,2019-12-13,Other Cities,23_to_27,MALE,Friday,2019,12,2019Q4,Mobifone,3.0
36,46694833,4201366223.0,2020-01-04 00:00:00,"100,000",33.0,Mua hộ,61422964.0,Saturday,2020.0,1.0,2020Q1,46694833,2019-05-16,Other Cities,23_to_27,MALE,Thursday,2019,5,2019Q2,Mobifone,3.0
37,36741853,4208931365.0,2020-01-05 00:00:00,"10,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,36741853,2016-12-06,Unknown,28_to_32,FEMALE,Tuesday,2016,12,2016Q4,Mobifone,3.0
38,46938024,4206111595.0,2020-01-05 00:00:00,"10,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,46938024,2019-11-05,Hồ Chí Minh,23_to_27,MALE,Tuesday,2019,11,2019Q4,Mobifone,3.0
39,39793072,4206481067.0,2020-01-05 00:00:00,"20,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,39793072,2017-08-30,Hồ Chí Minh,28_to_32,FEMALE,Wednesday,2017,8,2017Q3,Mobifone,3.0
40,39643372,4206803877.0,2020-01-05 00:00:00,"50,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,39643372,2019-06-29,Other Cities,28_to_32,MALE,Saturday,2019,6,2019Q2,Mobifone,3.0
41,28192570,4204928092.0,2020-01-05 00:00:00,"20,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,28192570,2020-01-03,Other Cities,33_to_37,MALE,Friday,2020,1,2020Q1,Mobifone,3.0
42,38441824,4205437612.0,2020-01-05 00:00:00,"20,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,38441824,2018-05-17,Hà Nội,33_to_37,FEMALE,Thursday,2018,5,2018Q2,Mobifone,3.0
43,43667830,4212419253.0,2020-01-06 00:00:00,"10,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,43667830,2018-10-11,Hồ Chí Minh,>37,FEMALE,Thursday,2018,10,2018Q4,Mobifone,3.0
44,41744238,4212519174.0,2020-01-06 00:00:00,"10,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,41744238,2018-12-16,Other Cities,18_to_22,MALE,Sunday,2018,12,2018Q4,Mobifone,3.0
45,41737461,4210901794.0,2020-01-06 00:00:00,"100,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,41737461,2019-03-07,Other Cities,18_to_22,MALE,Thursday,2019,3,2019Q1,Mobifone,3.0
46,34925312,4218335573.0,2020-01-06 00:00:00,"50,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,34925312,2018-04-12,Other Cities,23_to_27,MALE,Thursday,2018,4,2018Q2,Mobifone,3.0
47,44277149,4216890957.0,2020-01-06 00:00:00,"50,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,44277149,2019-12-21,Hồ Chí Minh,28_to_32,MALE,Saturday,2019,12,2019Q4,Mobifone,3.0
48,50802214,4217048837.0,2020-01-06 00:00:00,"50,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,50802214,2019-11-19,Hồ Chí Minh,28_to_32,FEMALE,Tuesday,2019,11,2019Q4,Mobifone,3.0
49,20536213,4209784686.0,2020-01-06 00:00:00,"100,000",33.0,Mua hộ,38835506.0,Monday,2020.0,1.0,2020Q1,20536213,2018-02-27,Unknown,33_to_37,MALE,Tuesday,2018,2,2018Q1,Mobifone,3.0
50,36370239,4211250901.0,2020-01-06 00:00:00,"50,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,36370239,2018-12-04,Unknown,unknown,MALE,Tuesday,2018,12,2018Q4,Mobifone,3.0
51,42463210,4219529172.0,2020-01-07 00:00:00,"20,000",33.0,0,0.0,Tuesday,2020.0,1.0,2020Q1,42463210,2019-06-06,Other Cities,23_to_27,FEMALE,Thursday,2019,6,2019Q2,Mobifone,3.0
52,36910469,4219213328.0,2020-01-07 00:00:00,"10,000",33.0,0,0.0,Tuesday,2020.0,1.0,2020Q1,36910469,2016-12-30,Hồ Chí Minh,23_to_27,FEMALE,Friday,2016,12,2016Q4,Mobifone,3.0
53,31252154,4221203084.0,2020-01-07 00:00:00,"500,000",33.0,Mua hộ,46777676.0,Tuesday,2020.0,1.0,2020Q1,31252154,2018-04-16,Hồ Chí Minh,>37,FEMALE,Monday,2018,4,2018Q2,Mobifone,3.0
54,39070735,4237513216.0,2020-01-08 00:00:00,"20,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,39070735,2019-06-20,Hồ Chí Minh,>37,FEMALE,Thursday,2019,6,2019Q2,Mobifone,3.0
55,5319518,4229406419.0,2020-01-08 00:00:00,"50,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,5319518,2018-03-03,Hồ Chí Minh,>37,MALE,Saturday,2018,3,2018Q1,Mobifone,3.0
56,41217395,4229113933.0,2020-01-08 00:00:00,"100,000",33.0,Mua hộ,44235044.0,Wednesday,2020.0,1.0,2020Q1,41217395,2018-10-30,Hà Nội,>37,MALE,Tuesday,2018,10,2018Q4,Mobifone,3.0
57,41317552,4236373139.0,2020-01-08 00:00:00,"100,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,41317552,2018-05-25,Other Cities,23_to_27,MALE,Friday,2018,5,2018Q2,Mobifone,3.0
58,44019750,4235530631.0,2020-01-08 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,44019750,2018-10-31,Other Cities,23_to_27,MALE,Wednesday,2018,10,2018Q4,Mobifone,3.0
59,42364953,4233690815.0,2020-01-08 00:00:00,"20,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,42364953,2019-12-26,Other Cities,23_to_27,MALE,Thursday,2019,12,2019Q4,Mobifone,3.0
60,42560232,4235424465.0,2020-01-08 00:00:00,"50,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,42560232,2019-08-21,Other Cities,23_to_27,MALE,Wednesday,2019,8,2019Q3,Mobifone,3.0
61,51483064,4232262167.0,2020-01-08 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,51483064,2019-12-16,Hồ Chí Minh,23_to_27,MALE,Monday,2019,12,2019Q4,Mobifone,3.0
62,44691575,4233857317.0,2020-01-08 00:00:00,"100,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,44691575,2019-02-01,Other Cities,28_to_32,MALE,Friday,2019,2,2019Q1,Mobifone,3.0
63,11367669,4230460130.0,2020-01-08 00:00:00,"100,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,11367669,2019-11-10,Hồ Chí Minh,28_to_32,FEMALE,Sunday,2019,11,2019Q4,Mobifone,3.0
64,47469275,4236329142.0,2020-01-08 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,47469275,2019-08-15,Hồ Chí Minh,28_to_32,MALE,Thursday,2019,8,2019Q3,Mobifone,3.0
65,35954126,4232163350.0,2020-01-08 00:00:00,"20,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,35954126,2019-04-21,Hồ Chí Minh,33_to_37,MALE,Sunday,2019,4,2019Q2,Mobifone,3.0
66,48033441,4229632199.0,2020-01-08 00:00:00,"20,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,48033441,2019-07-07,Hồ Chí Minh,33_to_37,MALE,Sunday,2019,7,2019Q3,Mobifone,3.0
67,33719853,4229116085.0,2020-01-08 00:00:00,"10,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,33719853,2019-12-17,Hồ Chí Minh,33_to_37,MALE,Tuesday,2019,12,2019Q4,Mobifone,3.0
68,33770156,4235531349.0,2020-01-08 00:00:00,"100,000",33.0,Mua hộ,22519509.0,Wednesday,2020.0,1.0,2020Q1,33770156,2017-09-12,Other Cities,28_to_32,MALE,Tuesday,2017,9,2017Q3,Mobifone,3.0
69,48517981,4232726658.0,2020-01-08 00:00:00,"50,000",33.0,0,0.0,Wednesday,2020.0,1.0,2020Q1,48517981,2019-08-06,Other Cities,unknown,FEMALE,Tuesday,2019,8,2019Q3,Mobifone,3.0
70,9146979,4238905058.0,2020-01-09 00:00:00,"10,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,9146979,2019-01-17,Hồ Chí Minh,28_to_32,FEMALE,Thursday,2019,1,2019Q1,Mobifone,3.0
71,47357358,4242508126.0,2020-01-09 00:00:00,"20,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,47357358,2019-10-01,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,10,2019Q4,Mobifone,3.0
72,43026864,4239396240.0,2020-01-09 00:00:00,"20,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,43026864,2018-09-03,Hà Nội,18_to_22,MALE,Monday,2018,9,2018Q3,Mobifone,3.0
73,37163634,4244520926.0,2020-01-09 00:00:00,"20,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,37163634,2017-03-02,Hồ Chí Minh,23_to_27,FEMALE,Thursday,2017,3,2017Q1,Mobifone,3.0
74,3613876,4246174399.0,2020-01-09 00:00:00,"50,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,3613876,2019-05-16,Other Cities,33_to_37,FEMALE,Thursday,2019,5,2019Q2,Mobifone,3.0
75,35675758,4240594785.0,2020-01-09 00:00:00,"100,000",33.0,Mua hộ,36226911.0,Thursday,2020.0,1.0,2020Q1,35675758,2019-09-23,Hồ Chí Minh,23_to_27,MALE,Monday,2019,9,2019Q3,Mobifone,3.0
76,51032713,4240539432.0,2020-01-09 00:00:00,"10,000",33.0,0,0.0,Thursday,2020.0,1.0,2020Q1,51032713,2019-12-06,Other Cities,unknown,MALE,Friday,2019,12,2019Q4,Mobifone,3.0
77,7632573,4255450996.0,2020-01-10 00:00:00,"20,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,7632573,2020-01-08,Other Cities,28_to_32,FEMALE,Wednesday,2020,1,2020Q1,Mobifone,3.0
78,44386343,4247007288.0,2020-01-10 00:00:00,"100,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,44386343,2019-08-21,Other Cities,23_to_27,MALE,Wednesday,2019,8,2019Q3,Mobifone,3.0
79,51105356,4250288820.0,2020-01-10 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,51105356,2019-11-25,Other Cities,28_to_32,MALE,Monday,2019,11,2019Q4,Mobifone,3.0
80,40802283,4256058321.0,2020-01-10 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,40802283,2019-04-28,Hồ Chí Minh,28_to_32,MALE,Sunday,2019,4,2019Q2,Mobifone,3.0
81,38806113,4252450898.0,2020-01-10 00:00:00,"100,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,38806113,2019-02-05,Other Cities,28_to_32,FEMALE,Tuesday,2019,2,2019Q1,Mobifone,3.0
82,13675873,4253199643.0,2020-01-10 00:00:00,"10,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,13675873,2017-04-30,Hồ Chí Minh,28_to_32,FEMALE,Sunday,2017,4,2017Q2,Mobifone,3.0
83,43569055,4252396566.0,2020-01-10 00:00:00,"100,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,43569055,2018-10-02,Other Cities,28_to_32,MALE,Tuesday,2018,10,2018Q4,Mobifone,3.0
84,36440157,4249001912.0,2020-01-10 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,36440157,2018-05-24,Other Cities,28_to_32,FEMALE,Thursday,2018,5,2018Q2,Mobifone,3.0
85,47576982,4249319229.0,2020-01-10 00:00:00,"10,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,47576982,2019-06-10,Other Cities,33_to_37,MALE,Monday,2019,6,2019Q2,Mobifone,3.0
86,50211356,4252799748.0,2020-01-10 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,50211356,2019-12-11,Unknown,unknown,MALE,Wednesday,2019,12,2019Q4,Mobifone,3.0
87,39846258,4250421361.0,2020-01-10 00:00:00,"50,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,39846258,2017-12-12,Unknown,unknown,MALE,Tuesday,2017,12,2017Q4,Mobifone,3.0
88,43454675,4256052273.0,2020-01-10 00:00:00,"100,000",33.0,0,0.0,Friday,2020.0,1.0,2020Q1,43454675,2019-12-23,Other Cities,unknown,MALE,Monday,2019,12,2019Q4,Mobifone,3.0
89,38401841,4253280233.0,2020-01-10 00:00:00,"200,000",33.0,Mua hộ,51303284.0,Friday,2020.0,1.0,2020Q1,38401841,2019-04-13,Hồ Chí Minh,28_to_32,MALE,Saturday,2019,4,2019Q2,Mobifone,3.0
90,36191322,4260615973.0,2020-01-11 00:00:00,"100,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,36191322,2016-09-27,Hà Nội,>37,FEMALE,Tuesday,2016,9,2016Q3,Mobifone,3.0
91,32861848,4263403651.0,2020-01-11 00:00:00,"20,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,32861848,2019-06-05,Hồ Chí Minh,>37,MALE,Wednesday,2019,6,2019Q2,Mobifone,3.0
92,16161253,4263180725.0,2020-01-11 00:00:00,"100,000",33.0,Mua hộ,24181144.0,Saturday,2020.0,1.0,2020Q1,16161253,2017-01-01,Other Cities,>37,MALE,Sunday,2017,1,2017Q1,Mobifone,3.0
93,10694723,4260096276.0,2020-01-11 00:00:00,"10,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,10694723,2019-07-05,Hà Nội,33_to_37,FEMALE,Friday,2019,7,2019Q3,Mobifone,3.0
94,45548581,4262185954.0,2020-01-11 00:00:00,"50,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,45548581,2019-03-05,Hồ Chí Minh,33_to_37,MALE,Tuesday,2019,3,2019Q1,Mobifone,3.0
95,35470748,4259062121.0,2020-01-11 00:00:00,"20,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,35470748,2018-06-22,Hồ Chí Minh,28_to_32,MALE,Friday,2018,6,2018Q2,Mobifone,3.0
96,34481864,4266228681.0,2020-01-11 00:00:00,"100,000",33.0,Mua hộ,41305594.0,Saturday,2020.0,1.0,2020Q1,34481864,2018-02-11,Other Cities,28_to_32,MALE,Sunday,2018,2,2018Q1,Mobifone,3.0
97,27151170,4264375019.0,2020-01-11 00:00:00,"10,000",33.0,0,0.0,Saturday,2020.0,1.0,2020Q1,27151170,2018-10-11,Other Cities,unknown,FEMALE,Thursday,2018,10,2018Q4,Mobifone,3.0
98,42891474,4270849803.0,2020-01-12 00:00:00,"20,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,42891474,2019-01-04,Hồ Chí Minh,>37,MALE,Friday,2019,1,2019Q1,Mobifone,3.0
99,38717390,4273184478.0,2020-01-12 00:00:00,"30,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,38717390,2019-02-14,Other Cities,28_to_32,MALE,Thursday,2019,2,2019Q1,Mobifone,3.0
100,35563083,4272361226.0,2020-01-12 00:00:00,"100,000",33.0,Mua hộ,52409285.0,Sunday,2020.0,1.0,2020Q1,35563083,2019-02-01,Hồ Chí Minh,33_to_37,FEMALE,Friday,2019,2,2019Q1,Mobifone,3.0
101,202226,4271780529.0,2020-01-12 00:00:00,"294,234",33.0,Mua hộ,44599565.0,Sunday,2020.0,1.0,2020Q1,202226,2018-12-12,Hồ Chí Minh,33_to_37,FEMALE,Wednesday,2018,12,2018Q4,Mobifone,3.0
102,46832575,4273434002.0,2020-01-12 00:00:00,"100,000",33.0,Mua hộ,49910407.0,Sunday,2020.0,1.0,2020Q1,46832575,2019-10-12,Other Cities,23_to_27,FEMALE,Saturday,2019,10,2019Q4,Mobifone,3.0
103,46832575,5163878367.0,2020-03-25 00:00:00,"100,000",33.0,Mua hộ,49910407.0,Wednesday,2020.0,3.0,2020Q1,46832575,2019-10-12,Other Cities,23_to_27,FEMALE,Saturday,2019,10,2019Q4,Mobifone,3.0
104,50466109,4273038689.0,2020-01-12 00:00:00,"50,000",33.0,0,0.0,Sunday,2020.0,1.0,2020Q1,50466109,2019-11-03,Unknown,unknown,FEMALE,Sunday,2019,11,2019Q4,Mobifone,3.0
105,42299903,4278017410.0,2020-01-13 00:00:00,"20,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,42299903,2018-07-02,Hồ Chí Minh,28_to_32,MALE,Monday,2018,7,2018Q3,Mobifone,3.0
106,34372942,4279016150.0,2020-01-13 00:00:00,"50,000",33.0,Mua hộ,19107142.0,Monday,2020.0,1.0,2020Q1,34372942,2019-06-01,Hồ Chí Minh,23_to_27,FEMALE,Saturday,2019,6,2019Q2,Mobifone,3.0
107,39323324,4283292778.0,2020-01-13 00:00:00,"100,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,39323324,2017-08-13,Hồ Chí Minh,28_to_32,FEMALE,Sunday,2017,8,2017Q3,Mobifone,3.0
108,35577527,4278977491.0,2020-01-13 00:00:00,"50,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,35577527,2016-06-20,Hồ Chí Minh,28_to_32,MALE,Monday,2016,6,2016Q2,Mobifone,3.0
109,52134740,4275321882.0,2020-01-13 00:00:00,"100,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,52134740,2020-01-06,Other Cities,28_to_32,MALE,Monday,2020,1,2020Q1,Mobifone,3.0
110,38893572,4280800661.0,2020-01-13 00:00:00,"50,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,38893572,2017-05-24,Other Cities,unknown,MALE,Wednesday,2017,5,2017Q2,Mobifone,3.0
111,34927594,4277083666.0,2020-01-13 00:00:00,"20,000",33.0,0,0.0,Monday,2020.0,1.0,2020Q1,34927594,2018-12-29,Hồ Chí Minh,unknown,MALE,Saturday,2018,12,2018Q4,Mobifone,3.0
112,50172024,4277823564.0,2020-01-13 00:00:00,"100,000",33.0,Mua hộ,708256.0,Monday,2020.0,1.0,2020Q1,50172024,2019-10-25,Other Cities,unknown,MALE,Friday,2019,10,2019Q4,Mobifone,3.0
113,47669625,4286736044.0,2020-01-14 00:00:00,"10,000",33.0,0,0.0,Tuesday,2020.0,1.0,2020Q1,47669625,2019-06-29,Hà Nội,18_to_22,FEMALE,Saturday,2019,6,2019Q2,Mobifone,3.0
114,44953659,4285126975.0,2020-01-14 00:00:00,"50,000",33.0,0,0.0,Tuesday,2020.0,1.0,2020Q1,44953659,2019-01-21,Other Cities,18_to_22,MALE,Monday,2019,1,2019Q1,Mobifone,3.0
115,31002880,4291267848.0,2020-01-14 00:00:00,"10,000",33.0,0,0.0,Tuesday,2020.0,1.0,2020Q1,31002880,2019-09-20,Other Cities,23_to_27,MALE,Friday,2019,9,2019Q3,Mobifone,3.0
116,40722988,4293123246.0,2020-01-14 00:00:00,"100,000",33.0,0,0.0,Tuesday,2020.0,1.0,2020Q1,40722988,2019-10-18,Unknown,unknown,MALE,Friday,2019,10,2019Q4,Mobifone,3.0
